"SYMBOL 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","NO. OF SECURITY (POST) 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","MODE OF ACQUISITION 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
",is_insider
M&M,Mr. Satish Karandikar,Employees/Designated Employees,Equity Shares,0.0,1178.0,1850697,Buy,23808,2023-11-16,ESOP,0,1
M&M,Puneet Mehta,Employees/Designated Employees,Equity Shares,0.0,3077.0,4834121,Buy,9009,2023-11-16,ESOP,0,1
M&M,Mahindra & Mahindra Employees' Stock Option Trust,Other,Equity Shares,3.6,34745.0,150300,Sell,44794269,2023-11-16,ESOP,0,1
M&M,Piran Merchant,Employees/Designated Employees,Equity Shares,0.0,1852.0,2905973,Buy,5015,2023-10-25,ESOP,0,1
M&M,Jalaj Gupta,Employees/Designated Employees,Equity Shares,0.0,4645.0,7288470,Buy,7307,2023-10-25,ESOP,0,1
M&M,Vijay Nair,Employees/Designated Employees,Equity Shares,0.0,1057.0,1658539,Buy,8995,2023-10-25,ESOP,0,1
M&M,Mahindra & Mahindra Employees' Stock Option Trust,Employees/Designated Employees,Equity Shares,3.61,20822.0,97170,Sell,44829014,2023-10-25,ESOP,0,1
M&M,Soumitra Sengupta,Employees/Designated Employees,Equity Shares,0.0,2448.0,3905662,Sell,Nil,2023-09-26,Market Sale,0,1
MPHASIS,Ramanathan Srikumar,Employees/Designated Employees,Equity Shares,0.01,5500.0,14551570,Sell,17625,2023-12-19,Market Sale,0,1
MPHASIS,MIRZA MURTHUZA ALI,Employees/Designated Employees,Equity Shares,0.0,127.0,1270,Buy,140,2023-11-22,ESOP,0,1
MPHASIS,MIRZA MURTHUZA ALI,Employees/Designated Employees,Equity Shares,0.0,562.0,365300,Buy,702,2023-12-19,ESOP,0,1
MPHASIS,MIRZA MURTHUZA ALI,Employees/Designated Employees,Equity Shares,0.0,690.0,1830618,Sell,12,2023-12-22,Market Sale,0,1
MPHASIS,ROHINI SURI,Employees/Designated Employees,Equity Shares,0.0,401.0,4010,Buy,8321,2023-12-20,ESOP,0,1
MPHASIS,ROHINI SURI,Employees/Designated Employees,Equity Shares,0.0,7920.0,21455000,Sell,401,2023-12-22,Market Sale,0,1
MPHASIS,Manikantan T,Employees/Designated Employees,Equity Shares,0.0,400.0,1096000,Sell,5708,2023-12-22,Market Sale,0,1
MPHASIS,SRIKANTH KARRA,Employees/Designated Employees,Equity Shares,0.0,2000.0,5326080,Sell,8813,2023-12-19,Market Sale,0,1
MPHASIS,Manikantan T,Employees/Designated Employees,Equity Shares,0.0,600.0,1617312,Sell,6108,2023-12-20,Market Sale,0,1
MPHASIS,Manikantan T,Employees/Designated Employees,Equity Shares,0.0,200.0,475000,Sell,6708,2023-12-01,Market Sale,0,1
MPHASIS,Manikantan T,Employees/Designated Employees,Equity Shares,0.0,200.0,474400,Sell,6800,2023-11-22,Market Sale,0,1
MPHASIS,ROHINI SURI,Employees/Designated Employees,Equity Shares,0.01,5000.0,13500000,Sell,12920,2023-12-20,Market Sale,0,1
MPHASIS,ROHINI SURI,Employees/Designated Employees,Equity Shares,0.0,5000.0,13550000,Sell,7920,2023-12-20,Market Sale,0,1
MPHASIS,Manikantan T,Employees/Designated Employees,Equity Shares,0.0,108.0,1080,Buy,6908,2023-11-22,ESOP,0,1
MPHASIS,Ramanathan Srikumar,Employees/Designated Employees,Equity Shares,0.01,5500.0,14551570,Sell,23125,2023-12-18,Market Sale,0,1
MPHASIS,Ramanathan Srikumar,Employees/Designated Employees,Equity Shares,0.01,1636.0,16360,Buy,28625,2023-10-25,ESOP,0,1
MPHASIS,Shreerekha Vijayalakshmi,Employees/Designated Employees,Equity Shares,0.01,1720.0,1118000,Buy,27421,2023-12-19,ESOP,0,1
MPHASIS,Shreerekha Vijayalakshmi,Employees/Designated Employees,Equity Shares,0.01,4840.0,2420000,Buy,25701,2023-12-19,ESOP,0,1
MPHASIS,ROHINI SURI,Employees/Designated Employees,Equity Shares,0.0,17920.0,8960000,Buy,17920,2023-12-19,ESOP,0,1
MPHASIS,Indranil Roy,Employees/Designated Employees,Equity Shares,0.0,8560.0,4280000,Buy,9317,2023-12-19,ESOP,0,1
MPHASIS,Indranil Roy,Employees/Designated Employees,Equity Shares,0.0,1870.0,1215500,Buy,11187,2023-12-19,ESOP,0,1
MPHASIS,Indranil Roy,Employees/Designated Employees,Equity Shares,0.0,757.0,7570,Buy,757,2023-11-22,ESOP,0,1
MPHASIS,SRIKANTH KARRA,Employees/Designated Employees,Equity Shares,0.0,500.0,1350000,Sell,10813,2023-12-18,Market Sale,0,1
MPHASIS,ROHINI SURI,-,Equity Shares,0.0,9000.0,23940000,Sell,Nil,2023-12-15,Market Sale,0,1
MPHASIS,RAHUL WADDEHRA,Employees/Designated Employees,Equity Shares,0.0,250.0,670000,Sell,207,2023-12-19,Market Sale,0,1
MPHASIS,RAHUL WADDEHRA,Employees/Designated Employees,Equity Shares,0.0,250.0,668750,Sell,457,2023-12-19,Market Sale,0,1
MPHASIS,SRIKANTH KARRA,Employees/Designated Employees,Equity Shares,0.0,1500.0,3962500,Sell,11313,2023-12-15,Market Sale,0,1
MPHASIS,Ashok Venkataramasharma Subbarama,Employees/Designated Employees,Equity Shares,0.0,169.0,1690,Buy,4333,2023-11-22,ESOP,0,1
MPHASIS,Eric Winston,Employees/Designated Employees,Equity Shares,0.0,1979.0,19790,Buy,30255,2023-10-25,ESOP,0,1
MPHASIS,ROHINI SURI,Employees/Designated Employees,Equity Shares,0.0,20.0,52120,Sell,9000,2023-12-15,Market Sale,0,1
MPHASIS,MANISH DUGAR,Key Managerial Personnel,Equity Shares,0.0,500.0,1325500,Sell,5326,2023-12-15,Market Sale,0,1
MPHASIS,Eric Winston,Employees/Designated Employees,Equity Shares,0.01,6500.0,16965780,Sell,23755,2023-12-15,Market Sale,0,1
MPHASIS,Ashok Venkataramasharma Subbarama,Employees/Designated Employees,Equity Shares,0.0,4100.0,10637860,Sell,233,2023-12-15,Market Sale,0,1
MPHASIS,RAMESH KRISHNAN,-,Equity Shares,0.0,500.0,1300000,Sell,5500,2023-12-14,Market Sale,0,1
MPHASIS,ANURAG BHATIA,-,Equity Shares,0.0,6500.0,15872025,Sell,81,2023-12-12,Market Sale,0,1
MPHASIS,MANISH DUGAR,Key Managerial Personnel,Equity Shares,0.0,100.0,259500,Sell,6126,2023-12-14,Market Sale,0,1
MPHASIS,MANISH DUGAR,Key Managerial Personnel,Equity Shares,0.0,300.0,782100,Sell,5826,2023-12-14,Market Sale,0,1
MPHASIS,JAYAPRAKASH BANDU,-,Equity Shares,0.0,2000.0,5096000,Sell,Nil,2023-12-14,Market Sale,0,1
MPHASIS,RAHUL WADDEHRA,-,Equity Shares,0.0,2000.0,5120000,Sell,1207,2023-12-14,Market Sale,0,1
MPHASIS,JAYAPRAKASH BANDU,-,Equity Shares,0.0,428.0,4280,Buy,5081,2023-11-22,ESOP,0,1
MPHASIS,RAHUL WADDEHRA,-,Equity Shares,0.0,500.0,1300000,Sell,707,2023-12-14,Market Sale,0,1
MPHASIS,ROHINI SURI,-,Equity Shares,0.0,1000.0,2454000,Sell,9020,2023-12-12,Market Sale,0,1
MPHASIS,JAYAPRAKASH BANDU,-,Equity Shares,0.0,3081.0,7438982,Sell,2000,2023-12-13,Market Sale,0,1
MPHASIS,RAMESH KRISHNAN,-,Equity Shares,0.0,1500.0,3682500,Sell,6000,2023-12-12,Market Sale,0,1
MPHASIS,RAMESH KRISHNAN,-,Equity Shares,0.0,1000.0,2447500,Sell,7500,2023-12-11,Market Sale,0,1
MPHASIS,MANISH DUGAR,Key Managerial Personnel,Equity Shares,0.0,200.0,491000,Sell,6226,2023-12-12,Market Sale,0,1
MPHASIS,MANISH DUGAR,Key Managerial Personnel,Equity Shares,0.0,200.0,488400,Sell,6426,2023-12-08,Market Sale,0,1
MPHASIS,ROHINI SURI,-,Equity Shares,0.0,17920.0,8960000,Buy,17920,2023-12-07,ESOP,0,1
MPHASIS,MANISH DUGAR,Key Managerial Personnel,Equity Shares,0.0,200.0,489000,Sell,6626,2023-12-08,Market Sale,0,1
MPHASIS,RAHUL WADDEHRA,-,Equity Shares,0.0,303.0,3030,Buy,1025,2023-11-22,ESOP,0,1
MPHASIS,MANISH DUGAR,Key Managerial Personnel,Equity Shares,0.0,200.0,485800,Sell,7026,2023-12-08,Market Sale,0,1
MPHASIS,ROHINI SURI,-,Equity Shares,0.0,7900.0,19300174,Sell,10020,2023-12-11,Market Sale,0,1
MPHASIS,RAHUL WADDEHRA,-,Equity Shares,0.0,1182.0,591000,Buy,2207,2023-12-07,ESOP,0,1
MPHASIS,RAHUL WADDEHRA,-,Equity Shares,0.0,1000.0,650000,Buy,3207,2023-12-07,ESOP,0,1
MPHASIS,KATHRYN TERRY,-,Equity Shares,0.0,156.0,1560,Buy,309,2023-11-22,ESOP,0,1
MPHASIS,KATHRYN TERRY,-,Equity Shares,0.0,3181.0,1590500,Buy,3490,2023-12-07,ESOP,0,1
MPHASIS,KATHRYN TERRY,-,Equity Shares,0.0,1448.0,941200,Buy,4938,2023-12-07,ESOP,0,1
MPHASIS,SRIKANTH KARRA,-,Equity Shares,0.0,1331.0,13310,Buy,9533,2023-10-25,ESOP,0,1
MPHASIS,ANURAG BHATIA,-,Equity Shares,0.0,6500.0,3250000,Buy,6581,2023-12-07,ESOP,0,1
MPHASIS,SRIKANTH KARRA,-,Equity Shares,0.0,3280.0,2132000,Buy,12813,2023-12-07,ESOP,0,1
MPHASIS,MANISH DUGAR,Key Managerial Personnel,Equity Shares,0.0,200.0,486400,Sell,6826,2023-12-08,Market Sale,0,1
MPHASIS,ANIL SANAN,Employees/Designated Employees,Equity Shares,0.0,5460.0,2504600,Buy,27725,2023-11-22,ESOP,0,1
MPHASIS,ANIL SANAN,Employees/Designated Employees,Equity Shares,0.0,1726.0,1064900,Buy,22265,2023-10-25,ESOP,0,1
MPHASIS,Rohit Jayachandran,Employees/Designated Employees,Equity Shares,0.0,10755.0,25675734,Sell,24591,2023-12-07,Market Sale,0,1
MPHASIS,Manish Dugar,Key Managerial Personnel,Equity Shares,0.0,200.0,476400,Sell,7226,2023-12-07,Market Sale,0,1
MPHASIS,Rohit Jayachandran,Employees/Designated Employees,Equity Shares,0.0,1591.0,15910,Buy,35346,2023-10-25,ESOP,0,1
MPHASIS,Manish Dugar,Key Managerial Personnel,Equity Shares,0.0,1300.0,3084000,Sell,7426,2023-12-01,Market Sale,0,1
MPHASIS,Ramesh Krishnan,Employees/Designated Employees,Equity Shares,0.0,303.0,3030,Buy,8500,2023-12-01,ESOP,0,1
MPHASIS,Shreerekha Vijayalakshmi,Employees/Designated Employees,Equity Shares,0.0,6263.0,3002630,Buy,20861,2023-12-01,ESOP,0,1
MPHASIS,Albertus Martinus Hooyman,Employees/Designated Employees,Equity Shares,0.0,3833.0,9017516,Sell,Nil,2023-11-30,Market Sale,0,1
MPHASIS,Manish Dugar,Key Managerial Personnel,Equity Shares,0.0,500.0,1180200,Sell,8726,2023-11-30,Market Sale,0,1
MPHASIS,ROHINI SURI,Employees/Designated Employees,Equity Shares,0.0,2000.0,4524000,Sell,Nil,2023-11-16,Market Sale,0,1
MPHASIS,Ramesh Krishnan,Employees/Designated Employees,Equity Shares,0.0,500.0,1095000,Sell,8197,2023-11-09,Market Sale,0,1
MPHASIS,Ramesh Krishnan,Employees/Designated Employees,Equity Shares,0.0,500.0,1100000,Sell,8697,2023-11-07,Market Sale,0,1
MPHASIS,Shreerekha Vijayalakshmi,Employees/Designated Employees,Equity Shares,0.01,2000.0,4384000,Sell,15598,2023-11-07,Market Sale,0,1
MPHASIS,Shreerekha Vijayalakshmi,Employees/Designated Employees,Equity Shares,0.01,1000.0,2201520,Sell,14598,2023-11-07,Market Sale,0,1
MPHASIS,Nitin Rakesh,Key Managerial Personnel,Equity Shares,0.09,20000.0,43910400,Sell,149429,2023-11-07,Market Sale,0,1
MPHASIS,Nitin Rakesh,Key Managerial Personnel,Equity Shares,0.08,34356.0,343560,Buy,183785,2023-11-01,ESOP,0,1
MPHASIS,Nitin Rakesh,Key Managerial Personnel,Equity Shares,0.1,14356.0,31614209,Sell,169429,2023-11-06,Market Sale,0,1
MPHASIS,Ramesh Krishnan,Employees/Designated Employees,Equity Shares,0.0,1000.0,2200000,Sell,9197,2023-11-06,Market Sale,0,1
MPHASIS,DINESH VK KUMAR,Employees/Designated Employees,Equity Shares,0.0,5000.0,10522500,Sell,7831,2023-10-26,Market Sale,0,1
MPHASIS,Albertus Martinus Hooyman,Employees/Designated Employees,Equity Shares,0.0,5000.0,2500000,Buy,5152,2024-03-27,ESOP,0,1
MPHASIS,ELANGO R,Employees/Designated Employees,Equity Shares,0.02,18000.0,9000000,Buy,57032,2024-03-27,ESOP,0,1
MPHASIS,ANIL SANAN,Employees/Designated Employees,Equity Shares,0.01,10046.0,5224900,Buy,42771,2024-03-27,ESOP,0,1
MPHASIS,SALLY ELSE,Employees/Designated Employees,Equity Shares,0.0,20000.0,13000000,Buy,20323,2024-03-27,ESOP,0,1
MPHASIS,SALLY ELSE,Employees/Designated Employees,Equity Shares,0.0,323.0,3230,Buy,323,2024-02-07,ESOP,0,1
GOODLUCK,Ritu Garg,Promoter Group,Warrants,0.4,0.0,0,Buy,Nil,2024-01-06,Others,0,1
GOODLUCK,Ashish Garg,Promoter Group,Equity Shares,0.4,183300.0,55906500,Buy,307300,2024-01-06,Preferential Offer,0,1
GOODLUCK,Ashish Garg,Promoter Group,Warrants,0.59,0.0,0,Buy,Nil,2024-01-06,Others,0,1
GOODLUCK,Ritu Garg,Promoter Group,Equity Shares,0.71,125500.0,38277500,Buy,346871,2024-01-06,Preferential Offer,0,1
GOODLUCK,Manish Garg,Promoter Group,Equity Shares,2.43,83000.0,25315000,Buy,838107,2024-01-06,Preferential Offer,0,1
GOODLUCK,Manish Garg,Promoter Group,Warrants,0.54,0.0,0,Buy,83350,2024-01-06,Others,0,1
GOODLUCK,Shikha Garg,Promoter Group,Equity Shares,1.61,123000.0,37515000,Buy,622250,2024-01-06,Preferential Offer,0,1
GOODLUCK,Shikha Garg,Promoter Group,Warrants,0.91,0.0,0,Buy,160875,2024-01-06,Others,0,1
GOODLUCK,Umesh Garg,Promoter Group,Equity Shares,1.79,84000.0,25620000,Buy,640768,2024-01-06,Preferential Offer,0,1
GOODLUCK,Umesh Garg,Promoter Group,Warrants,0.54,0.0,0,Buy,83325,2024-01-06,Others,0,1
GOODLUCK,Swati Bansal,Promoter Group,Equity Shares,0.24,127500.0,38887500,Buy,202500,2024-01-06,Preferential Offer,0,1
GOODLUCK,Swati Bansal,Promoter Group,Warrants,0.41,0.0,0,Buy,Nil,2024-01-06,Others,0,1
GOODLUCK,Dhruv Aggarwal,Promoter Group,Equity Shares,0.24,92000.0,28060000,Buy,167000,2024-01-06,Preferential Offer,0,1
GOODLUCK,Dhruv Aggarwal,Promoter Group,Warrants,0.42,0.0,0,Buy,37500,2024-01-06,Others,0,1
GOODLUCK,Ankita Agarwal,Promoter Group,Equity Shares,1.2,93000.0,28365000,Buy,466314,2024-01-06,Preferential Offer,0,1
GOODLUCK,Ankita Agarwal,Promoter Group,Warrants,0.64,0.0,0,Buy,107250,2024-01-06,Others,0,1
GOODLUCK,Radhika Garg,Promoter Group,Warrants,0.4,0.0,0,Buy,Nil,2024-01-06,Others,0,1
GOODLUCK,Radhika Garg,Promoter Group,Equity Shares,0.71,125500.0,38277500,Buy,345500,2024-01-06,Preferential Offer,0,1
GOODLUCK,Parul Garg,Promoter Group,Warrants,0.4,0.0,0,Buy,Nil,2024-01-06,Others,0,1
GOODLUCK,Parul Garg,Promoter Group,Equity Shares,0.71,125500.0,38277500,Buy,345500,2024-01-06,Preferential Offer,0,1
GOODLUCK,Bhavya Garg,Promoter Group,Equity Shares,0.8,127700.0,38948500,Buy,377700,2024-01-06,Preferential Offer,0,1
GOODLUCK,Bhavya Garg,Promoter Group,Warrants,0.41,0.0,0,Buy,Nil,2024-01-06,Others,0,1
GOODLUCK,Rajat Garg,Promoter Group,Warrants,0.21,61100.0,36660000,Buy,122100,2023-11-09,Preferential Offer,0,1
GOODLUCK,Rajat Garg,Promoter Group,Equity Shares,0.99,0.0,0,Buy,291920,2023-11-09,Others,0,1
GOODLUCK,Saras Garg,Promoter Group,Warrants,0.21,61100.0,36660000,Buy,122100,2023-11-09,Preferential Offer,0,1
GOODLUCK,Tushar Garg,Promoter Group,Equity Shares,0.98,0.0,0,Buy,288000,2023-11-09,Others,0,1
GOODLUCK,Tushar Garg,Promoter Group,Warrants,0.17,61100.0,36660000,Buy,110100,2023-11-09,Preferential Offer,0,1
GOODLUCK,ASHISH GARG AND SONS HUF,Promoter Group,Equity Shares,0.27,0.0,0,Buy,78938,2023-11-09,Others,0,1
GOODLUCK,ASHISH GARG AND SONS HUF,Promoter Group,Warrants,0.0,75000.0,45000000,Buy,75000,2023-11-09,Preferential Offer,0,1
GOODLUCK,Dhruv Aggarwal,Promoter Group,Equity Shares,0.25,0.0,0,Buy,75000,2023-11-09,Others,0,1
GOODLUCK,Ankita Agarwal,Promoter Group,Warrants,0.55,37500.0,22500000,Buy,200250,2023-11-09,Preferential Offer,0,1
GOODLUCK,Saras Garg,Promoter Group,Equity Shares,1.07,0.0,0,Buy,314500,2023-11-09,Others,0,1
GOODLUCK,Dhruv Aggarwal,Promoter Group,Warrants,0.31,37500.0,22500000,Buy,129500,2023-11-09,Preferential Offer,0,1
GOODLUCK,Ankita Agarwal,Promoter Group,Equity Shares,1.27,0.0,0,Buy,373314,2023-11-09,Others,0,1
GOODLUCK,Umesh Garg,Promoter Group,Warrants,0.28,83325.0,49995000,Buy,167325,2023-11-09,Preferential Offer,0,1
GOODLUCK,Umesh Garg,Promoter Group,Equity Shares,1.89,0.0,0,Buy,556768,2023-11-09,Others,0,1
GOODLUCK,Shikha Garg,Promoter Group,Equity Shares,1.69,0.0,0,Buy,499250,2023-11-09,Others,0,1
GOODLUCK,Shikha Garg,Promoter Group,Warrants,0.68,83375.0,50025000,Buy,283875,2023-11-09,Preferential Offer,0,1
BAJAJ-AUTO,ZANZARI KAILASH J,Employees/Designated Employees,Equity Shares,0.0,300.0,1167630,Buy,6700,2023-12-27,ESOP,0,1
BAJAJ-AUTO,AJITESH CHATTERJEE,Employees/Designated Employees,Equity Shares,0.0,5.0,27870,Sell,Nil,2023-11-16,Market Sale,0,1
BAJAJ-AUTO,AJITESH CHATTERJEE,Employees/Designated Employees,Equity Shares,0.0,51.0,198497,Buy,51,2023-11-22,ESOP,0,1
BAJAJ-AUTO,AJITESH CHATTERJEE,Employees/Designated Employees,Equity Shares,0.0,51.0,307257,Sell,Nil,2023-11-28,Market Sale,0,1
BAJAJ-AUTO,AJITESH CHATTERJEE,Employees/Designated Employees,Equity Shares,0.0,47.0,304795,Sell,Nil,2023-12-27,Market Sale,0,1
BAJAJ-AUTO,AJITESH CHATTERJEE,Employees/Designated Employees,Equity Shares,0.0,3.0,18983,Sell,47,2023-12-14,Market Sale,0,1
BAJAJ-AUTO,AJITESH CHATTERJEE,Employees/Designated Employees,Equity Shares,0.0,50.0,194605,Buy,50,2023-12-05,ESOP,0,1
BAJAJ-AUTO,C S ANAWALIKAR,Employees/Designated Employees,Equity Shares,0.0,100.0,388975,Buy,100,2023-12-28,ESOP,0,1
BAJAJ-AUTO,C S ANAWALIKAR,Employees/Designated Employees,Equity Shares,0.0,100.0,670000,Sell,Nil,2023-12-28,Market Sale,0,1
BAJAJ-AUTO,ZANZARI KAILASH J,Employees/Designated Employees,Equity Shares,0.0,100.0,665600,Sell,6400,2023-12-27,Market Sale,0,1
BAJAJ-AUTO,ZANZARI KAILASH J,Employees/Designated Employees,Equity Shares,0.0,50.0,326200,Sell,6500,2023-12-27,Market Sale,0,1
BAJAJ-AUTO,ZANZARI KAILASH J,Employees/Designated Employees,Equity Shares,0.0,50.0,322400,Sell,6750,2023-12-18,Market Sale,0,1
BAJAJ-AUTO,Ramtilak Ananthan,Employees/Designated Employees,Equity Shares,0.0,600.0,3947040,Sell,100,2023-12-27,Market Sale,0,1
BAJAJ-AUTO,ZANZARI KAILASH J,Employees/Designated Employees,Equity Shares,0.0,50.0,32300,Sell,6700,2023-12-18,Market Sale,0,1
BAJAJ-AUTO,ZANZARI KAILASH J,Employees/Designated Employees,Equity Shares,0.0,100.0,635800,Sell,6600,2023-12-22,Market Sale,0,1
BAJAJ-AUTO,ZANZARI KAILASH J,Employees/Designated Employees,Equity Shares,0.0,50.0,322400,Sell,6550,2023-12-26,Market Sale,0,1
BAJAJ-AUTO,ZANZARI KAILASH J,Employees/Designated Employees,Equity Shares,0.0,100.0,635800,Sell,6600,2023-12-22,Market Sale,0,1
BAJAJ-AUTO,ZANZARI KAILASH J,Employees/Designated Employees,Equity Shares,0.0,50.0,322400,Sell,6750,2023-12-18,Market Sale,0,1
BAJAJ-AUTO,ZANZARI KAILASH J,Employees/Designated Employees,Equity Shares,0.0,50.0,323000,Sell,6700,2023-12-18,Market Sale,0,1
BAJAJ-AUTO,NAVEEN NIJHAWAN,Employees/Designated Employees,Equity Shares,0.0,120.0,353118,Buy,2170,2023-11-23,ESOP,0,1
BAJAJ-AUTO,NAVEEN NIJHAWAN,Employees/Designated Employees,Equity Shares,0.0,141.0,881870,Sell,2229,2023-12-21,Market Sale,0,1
BAJAJ-AUTO,NAVEEN NIJHAWAN,Employees/Designated Employees,Equity Shares,0.0,200.0,588530,Buy,2370,2023-12-21,ESOP,0,1
BAJAJ-AUTO,C S ANAWALIKAR,Employees/Designated Employees,Equity Shares,0.0,135.0,525116,Buy,135,2023-12-21,ESOP,0,1
BAJAJ-AUTO,C S ANAWALIKAR,Employees/Designated Employees,Equity Shares,0.0,135.0,844425,Sell,Nil,2023-12-21,Market Sale,0,1
BAJAJ-AUTO,Ramtilak Ananthan,Employees/Designated Employees,Equity Shares,0.0,700.0,2059855,Buy,700,2023-12-21,ESOP,0,1
BAJAJ-AUTO,ZANZARI KAILASH J,Employees/Designated Employees,Equity Shares,0.0,100.0,639800,Sell,6900,2023-12-15,Market Sale,0,1
BAJAJ-AUTO,ASWIN JAIKANTH,Employees/Designated Employees,Equity Shares,0.0,250.0,1581225,Sell,Nil,2023-12-15,Market Sale,0,1
BAJAJ-AUTO,ASWIN JAIKANTH,Employees/Designated Employees,Equity Shares,0.0,150.0,948400,Sell,250,2023-12-15,Market Sale,0,1
BAJAJ-AUTO,Jyothi Madhavadas Kini,Immediate relative,Equity Shares,0.0,750.0,4706250,Buy,2344,2023-12-15,Gift,0,1
BAJAJ-AUTO,MADHAVDAS KINI,Employees/Designated Employees,Equity Shares,0.0,750.0,4706250,Sell,Nil,2023-12-15,Gift,0,1
BAJAJ-AUTO,MADHAVDAS KINI,Employees/Designated Employees,Equity Shares,0.0,45.0,132419,Buy,750,2023-12-14,ESOP,0,1
BAJAJ-AUTO,ZANZARI KAILASH J,Employees/Designated Employees,Equity Shares,0.0,100.0,637500,Sell,6800,2023-12-18,Market Sale,0,1
BAJAJ-AUTO,Ramtilak Ananthan,Employees/Designated Employees,Equity Shares,0.0,500.0,3182000,Sell,Nil,2023-12-15,Market Sale,0,1
BAJAJ-AUTO,ASWIN JAIKANTH,Employees/Designated Employees,Equity Shares,0.0,400.0,1177060,Buy,400,2023-12-14,ESOP,0,1
BAJAJ-AUTO,MADHAVDAS KINI,Employees/Designated Employees,Equity Shares,0.0,46.0,135361,Buy,702,2023-11-30,ESOP,0,1
BAJAJ-AUTO,MADHAVDAS KINI,Employees/Designated Employees,Equity Shares,0.0,45.0,284400,Sell,660,2023-12-13,Market Sale,0,1
BAJAJ-AUTO,MADHAVDAS KINI,Employees/Designated Employees,Equity Shares,0.0,42.0,256200,Sell,660,2023-12-07,Market Sale,0,1
BAJAJ-AUTO,MADHAVDAS KINI,Employees/Designated Employees,Equity Shares,0.0,12.0,35311,Buy,608,2023-11-24,ESOP,0,1
BAJAJ-AUTO,ZANZARI KAILASH J,Employees/Designated Employees,Equity Shares,0.0,143.0,907764,Sell,7000,2023-12-14,Market Sale,0,1
BAJAJ-AUTO,ZANZARI KAILASH J,Employees/Designated Employees,Equity Shares,0.0,143.0,556570,Buy,7143,2023-12-14,ESOP,0,1
BAJAJ-AUTO,MADHAVDAS KINI,Employees/Designated Employees,Equity Shares,0.0,45.0,132419,Buy,705,2023-12-12,ESOP,0,1
BAJAJ-AUTO,MADHAVDAS KINI,Employees/Designated Employees,Equity Shares,0.0,45.0,132419,Buy,705,2023-12-14,ESOP,0,1
BAJAJ-AUTO,C S ANAWALIKAR,Employees/Designated Employees,Equity Shares,0.0,220.0,1384900,Sell,Nil,2023-12-13,Market Sale,0,1
BAJAJ-AUTO,MADHAVDAS KINI,Employees/Designated Employees,Equity Shares,0.0,48.0,141247,Buy,656,2023-11-24,ESOP,0,1
BAJAJ-AUTO,C S ANAWALIKAR,Employees/Designated Employees,Equity Shares,0.0,220.0,855745,Buy,220,2023-12-13,ESOP,0,1
BAJAJ-AUTO,C S ANAWALIKAR,Employees/Designated Employees,Equity Shares,0.0,24.0,93354,Buy,124,2023-12-04,ESOP,0,1
BAJAJ-AUTO,Ramtilak Ananthan,Employees/Designated Employees,Equity Shares,0.0,500.0,1471325,Buy,500,2023-12-13,ESOP,0,1
BAJAJ-AUTO,Govind Agrawal,Employees/Designated Employees,Equity Shares,0.0,451.0,2820125,Sell,Nil,2023-12-13,Market Sale,0,1
BAJAJ-AUTO,Ramtilak Ananthan,Employees/Designated Employees,Equity Shares,0.0,600.0,3656790,Sell,Nil,2023-12-04,Market Sale,0,1
BAJAJ-AUTO,C S ANAWALIKAR,Employees/Designated Employees,Equity Shares,0.0,124.0,761360,Sell,Nil,2023-12-05,Market Sale,0,1
BAJAJ-AUTO,BADRI NARAYANA SUBRAMANIYAN,Employees/Designated Employees,Equity Shares,0.0,519.0,3133722,Sell,Nil,2023-12-06,Market Sale,0,1
BAJAJ-AUTO,Govind Agrawal,Employees/Designated Employees,Equity Shares,0.0,451.0,2742883,Buy,451,2023-12-07,ESOP,0,1
BAJAJ-AUTO,Zanzari Kailash J,Employees/Designated Employees,Equity Shares,0.0,400.0,1556840,Buy,7000,2023-12-05,ESOP,0,1
BAJAJ-AUTO,ASWIN JAIKANTH,Employees/Designated Employees,Equity Shares,0.0,200.0,1227600,Sell,Nil,2023-12-05,Market Sale,0,1
BAJAJ-AUTO,ASWIN JAIKANTH,Employees/Designated Employees,Equity Shares,0.0,200.0,588530,Buy,200,2023-12-05,ESOP,0,1
BAJAJ-AUTO,C S ANAWALIKAR,Employees/Designated Employees,Equity Shares,0.0,100.0,2942000,Buy,100,2023-11-30,ESOP,0,1
BAJAJ-AUTO,C S ANAWALIKAR,Employees/Designated Employees,Equity Shares,0.0,41.0,120648,Buy,46,2023-11-13,ESOP,0,1
BAJAJ-AUTO,C S ANAWALIKAR,Employees/Designated Employees,Equity Shares,0.0,70.0,379400,Sell,5,2023-11-09,Market Sale,0,1
BAJAJ-AUTO,SAMARDEEP SUBANDH,Employees/Designated Employees,Equity Shares,0.0,5656.0,22007496,Buy,5656,2023-12-05,ESOP,0,1
BAJAJ-AUTO,BADRI NARAYANA SUBRAMANIYAN,Employees/Designated Employees,Equity Shares,0.0,519.0,2018780,Buy,519,2023-12-05,ESOP,0,1
